datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,hour,times,jitter_times,Weekday
2011-04-19 08:00:00,夏,0,1,陰天,20.5,24.24,68,8.9981,20,331,351,8,2018-01-17T08:00:00Z,2018-01-17T08:09:00Z,Tues
2011-04-19 09:00:00,夏,0,1,雨天,21.32,25,63,6.0032,23,139,162,9,2018-01-17T09:00:00Z,2018-01-17T09:35:00Z,Tues
2011-04-19 10:00:00,夏,0,1,陰天,20.5,24.24,72,15.0013,15,60,75,10,2018-01-17T10:00:00Z,2018-01-17T10:16:00Z,Tues
2011-04-19 11:00:00,夏,0,1,陰天,22.14,25.76,68,11.0014,19,53,72,11,2018-01-17T11:00:00Z,2018-01-17T11:27:00Z,Tues
2011-04-19 12:00:00,夏,0,1,陰天,22.14,25.76,64,6.0032,19,84,103,12,2018-01-17T12:00:00Z,2018-01-17T12:13:00Z,Tues
2011-04-19 13:00:00,夏,0,1,陰天,22.14,25.76,68,15.0013,26,103,129,13,2018-01-17T13:00:00Z,2018-01-17T13:15:00Z,Tues
2011-04-19 14:00:00,夏,0,1,陰天,22.14,25.76,64,12.998,19,88,107,14,2018-01-17T14:00:00Z,2018-01-17T14:39:00Z,Tues
2011-04-19 15:00:00,夏,0,1,陰天,22.14,25.76,65,11.0014,44,83,127,15,2018-01-17T15:00:00Z,2018-01-17T15:28:00Z,Tues
2011-04-19 16:00:00,夏,0,1,出太陽,22.96,26.515,52,19.9995,30,162,192,16,2018-01-16T16:00:00Z,2018-01-16T16:09:00Z,Tues
2011-04-19 17:00:00,夏,0,1,出太陽,22.96,26.515,60,7.0015,39,372,411,17,2018-01-16T17:00:00Z,2018-01-16T17:16:00Z,Tues
2011-04-19 18:00:00,夏,0,1,陰天,22.14,25.76,64,8.9981,44,377,421,18,2018-01-16T18:00:00Z,2018-01-16T18:42:00Z,Tues
2011-04-19 19:00:00,夏,0,1,陰天,20.5,24.24,72,12.998,28,248,276,19,2018-01-16T19:00:00Z,2018-01-16T19:36:00Z,Tues
2011-04-19 20:00:00,夏,0,1,陰天,20.5,24.24,72,15.0013,20,148,168,20,2018-01-16T20:00:00Z,2018-01-16T20:08:00Z,Tues
2011-04-19 21:00:00,夏,0,1,陰天,20.5,24.24,72,8.9981,8,114,122,21,2018-01-16T21:00:00Z,2018-01-16T21:04:00Z,Tues
2011-04-19 22:00:00,夏,0,1,出太陽,19.68,23.485,77,6.0032,3,109,112,22,2018-01-16T22:00:00Z,2018-01-16T22:57:00Z,Tues
2011-04-19 23:00:00,夏,0,1,出太陽,18.86,22.725,88,6.0032,11,41,52,23,2018-01-16T23:00:00Z,2018-01-16T23:22:00Z,Tues
2011-05-01 00:00:00,夏,0,0,出太陽,17.22,21.21,67,6.0032,19,77,96,0,2018-01-17T00:00:00Z,2018-01-17T00:40:00Z,Sun
2011-05-01 01:00:00,夏,0,0,出太陽,17.22,21.21,69,7.0015,9,50,59,1,2018-01-17T01:00:00Z,2018-01-17T01:50:00Z,Sun
2011-05-01 02:00:00,夏,0,0,出太陽,17.22,21.21,77,7.0015,7,43,50,2,2018-01-17T02:00:00Z,2018-01-17T02:14:00Z,Sun
2011-05-01 03:00:00,夏,0,0,出太陽,16.4,20.455,82,7.0015,8,15,23,3,2018-01-17T03:00:00Z,2018-01-17T03:02:00Z,Sun
2011-05-01 04:00:00,夏,0,0,出太陽,16.4,20.455,76,7.0015,6,11,17,4,2018-01-17T04:00:00Z,2018-01-17T04:35:00Z,Sun
2011-05-01 05:00:00,夏,0,0,出太陽,16.4,20.455,82,6.0032,0,10,10,5,2018-01-17T05:00:00Z,2018-01-17T05:49:00Z,Sun
2011-05-01 06:00:00,夏,0,0,陰天,16.4,20.455,82,6.0032,4,9,13,6,2018-01-17T06:00:00Z,2018-01-17T06:21:00Z,Sun
2011-05-01 07:00:00,夏,0,0,陰天,17.22,21.21,77,6.0032,7,26,33,7,2018-01-17T07:00:00Z,2018-01-17T07:20:00Z,Sun
2011-05-01 08:00:00,夏,0,0,陰天,18.04,21.97,77,8.9981,16,43,59,8,2018-01-17T08:00:00Z,2018-01-17T08:38:00Z,Sun
2011-05-01 09:00:00,夏,0,0,陰天,18.86,22.725,72,8.9981,45,96,141,9,2018-01-17T09:00:00Z,2018-01-17T09:57:00Z,Sun
2011-05-01 10:00:00,夏,0,0,陰天,19.68,23.485,63,12.998,109,155,264,10,2018-01-17T10:00:00Z,2018-01-17T10:35:00Z,Sun
2011-05-01 11:00:00,夏,0,0,出太陽,18.86,22.725,82,7.0015,109,141,250,11,2018-01-17T11:00:00Z,2018-01-17T11:30:00Z,Sun
2011-05-01 12:00:00,夏,0,0,陰天,19.68,23.485,77,7.0015,109,172,281,12,2018-01-17T12:00:00Z,2018-01-17T12:09:00Z,Sun
2011-05-01 13:00:00,夏,0,0,陰天,20.5,24.24,63,11.0014,123,209,332,13,2018-01-17T13:00:00Z,2018-01-17T13:50:00Z,Sun
2011-05-01 14:00:00,夏,0,0,陰天,20.5,24.24,68,7.0015,85,153,238,14,2018-01-17T14:00:00Z,2018-01-17T14:13:00Z,Sun
2011-05-01 15:00:00,夏,0,0,陰天,20.5,24.24,72,0,113,153,266,15,2018-01-17T15:00:00Z,2018-01-17T15:40:00Z,Sun
2011-05-01 16:00:00,夏,0,0,陰天,20.5,24.24,72,12.998,75,139,214,16,2018-01-16T16:00:00Z,2018-01-16T16:36:00Z,Sun
2011-05-01 17:00:00,夏,0,0,陰天,19.68,23.485,82,16.9979,60,136,196,17,2018-01-16T17:00:00Z,2018-01-16T17:03:00Z,Sun
2011-05-01 18:00:00,夏,0,0,陰天,18.86,22.725,82,6.0032,33,126,159,18,2018-01-16T18:00:00Z,2018-01-16T18:56:00Z,Sun
2011-05-01 19:00:00,夏,0,0,陰天,18.86,22.725,84,7.0015,47,131,178,19,2018-01-16T19:00:00Z,2018-01-16T19:34:00Z,Sun
2011-05-01 20:00:00,夏,0,0,陰天,18.86,22.725,82,0,35,86,121,20,2018-01-16T20:00:00Z,2018-01-16T20:51:00Z,Sun
2011-05-01 21:00:00,夏,0,0,陰天,18.86,22.725,82,0,23,82,105,21,2018-01-16T21:00:00Z,2018-01-16T21:31:00Z,Sun
2011-05-01 22:00:00,夏,0,0,陰天,18.86,22.725,82,0,32,68,100,22,2018-01-16T22:00:00Z,2018-01-16T22:16:00Z,Sun
2011-05-01 23:00:00,夏,0,0,出太陽,18.86,22.725,77,12.998,64,82,146,23,2018-01-16T23:00:00Z,2018-01-16T23:35:00Z,Sun
2011-05-02 00:00:00,夏,0,1,出太陽,18.86,22.725,72,8.9981,68,109,177,0,2018-01-17T00:00:00Z,2018-01-17T00:47:00Z,Mon
2011-05-02 01:00:00,夏,0,1,出太陽,18.86,22.725,72,8.9981,41,73,114,1,2018-01-17T01:00:00Z,2018-01-17T01:41:00Z,Mon
2011-05-02 02:00:00,夏,0,1,陰天,18.04,21.97,77,15.0013,16,19,35,2,2018-01-17T02:00:00Z,2018-01-17T02:28:00Z,Mon
2011-05-02 03:00:00,夏,0,1,出太陽,18.04,21.97,77,8.9981,9,7,16,3,2018-01-17T03:00:00Z,2018-01-17T03:27:00Z,Mon
2011-05-02 04:00:00,夏,0,1,出太陽,18.04,21.97,77,11.0014,9,8,17,4,2018-01-17T04:00:00Z,2018-01-17T04:36:00Z,Mon
2011-05-02 05:00:00,夏,0,1,陰天,18.04,21.97,77,8.9981,4,16,20,5,2018-01-17T05:00:00Z,2018-01-17T05:27:00Z,Mon
2011-05-02 06:00:00,夏,0,1,出太陽,18.04,21.97,88,7.0015,3,59,62,6,2018-01-17T06:00:00Z,2018-01-17T06:36:00Z,Mon
2011-05-02 07:00:00,夏,0,1,陰天,18.86,22.725,82,22.0028,16,193,209,7,2018-01-17T07:00:00Z,2018-01-17T07:00:00Z,Mon
2011-05-02 08:00:00,夏,0,1,陰天,19.68,23.485,77,15.0013,21,350,371,8,2018-01-17T08:00:00Z,2018-01-17T08:59:00Z,Mon
2011-05-02 09:00:00,夏,0,1,陰天,20.5,24.24,77,19.0012,41,131,172,9,2018-01-17T09:00:00Z,2018-01-17T09:24:00Z,Mon
2011-05-02 10:00:00,夏,0,1,陰天,22.14,25.76,77,15.0013,31,77,108,10,2018-01-17T10:00:00Z,2018-01-17T10:07:00Z,Mon
2011-05-02 11:00:00,夏,0,1,出太陽,23.78,27.275,73,19.9995,34,96,130,11,2018-01-17T11:00:00Z,2018-01-17T11:51:00Z,Mon
2011-05-02 12:00:00,夏,0,1,出太陽,25.42,30.305,69,15.0013,40,147,187,12,2018-01-17T12:00:00Z,2018-01-17T12:32:00Z,Mon
2011-05-02 13:00:00,夏,0,1,陰天,25.42,30.305,69,12.998,51,119,170,13,2018-01-17T13:00:00Z,2018-01-17T13:52:00Z,Mon
2011-05-02 14:00:00,夏,0,1,出太陽,26.24,30.305,69,15.0013,48,133,181,14,2018-01-17T14:00:00Z,2018-01-17T14:02:00Z,Mon
2011-05-02 15:00:00,夏,0,1,出太陽,27.06,31.06,61,12.998,45,110,155,15,2018-01-17T15:00:00Z,2018-01-17T15:52:00Z,Mon
2011-05-02 16:00:00,夏,0,1,出太陽,27.06,31.06,61,15.0013,49,220,269,16,2018-01-16T16:00:00Z,2018-01-16T16:43:00Z,Mon
2011-05-02 17:00:00,夏,0,1,出太陽,27.06,31.06,65,12.998,65,472,537,17,2018-01-16T17:00:00Z,2018-01-16T17:45:00Z,Mon
2011-05-02 18:00:00,夏,0,1,陰天,26.24,30.305,65,12.998,68,450,518,18,2018-01-16T18:00:00Z,2018-01-16T18:51:00Z,Mon
2011-05-02 19:00:00,夏,0,1,陰天,25.42,30.305,69,8.9981,46,268,314,19,2018-01-16T19:00:00Z,2018-01-16T19:30:00Z,Mon
2011-05-02 20:00:00,夏,0,1,陰天,25.42,30.305,69,8.9981,44,174,218,20,2018-01-16T20:00:00Z,2018-01-16T20:55:00Z,Mon
2011-05-02 21:00:00,夏,0,1,陰天,24.6,29.545,73,7.0015,54,178,232,21,2018-01-16T21:00:00Z,2018-01-16T21:12:00Z,Mon
2011-05-02 22:00:00,夏,0,1,陰天,24.6,29.545,73,0,28,97,125,22,2018-01-16T22:00:00Z,2018-01-16T22:02:00Z,Mon
2011-05-02 23:00:00,夏,0,1,陰天,22.96,26.515,83,12.998,16,48,64,23,2018-01-16T23:00:00Z,2018-01-16T23:19:00Z,Mon
2011-05-03 00:00:00,夏,0,1,陰天,22.96,26.515,83,15.0013,0,16,16,0,2018-01-17T00:00:00Z,2018-01-17T00:39:00Z,Tues
2011-05-03 01:00:00,夏,0,1,陰天,22.96,26.515,78,16.9979,0,14,14,1,2018-01-17T01:00:00Z,2018-01-17T01:19:00Z,Tues
2011-05-03 02:00:00,夏,0,1,陰天,22.96,26.515,78,16.9979,0,5,5,2,2018-01-17T02:00:00Z,2018-01-17T02:56:00Z,Tues
2011-05-03 03:00:00,夏,0,1,出太陽,22.14,25.76,83,19.0012,0,2,2,3,2018-01-17T03:00:00Z,2018-01-17T03:46:00Z,Tues
2011-05-03 04:00:00,夏,0,1,出太陽,21.32,25,88,15.0013,3,1,4,4,2018-01-17T04:00:00Z,2018-01-17T04:20:00Z,Tues
2011-05-03 05:00:00,夏,0,1,出太陽,21.32,25,88,8.9981,0,14,14,5,2018-01-17T05:00:00Z,2018-01-17T05:28:00Z,Tues
2011-05-03 06:00:00,夏,0,1,陰天,21.32,25,94,11.0014,7,102,109,6,2018-01-17T06:00:00Z,2018-01-17T06:25:00Z,Tues
2011-05-03 07:00:00,夏,0,1,陰天,22.14,25.76,88,15.0013,17,248,265,7,2018-01-17T07:00:00Z,2018-01-17T07:46:00Z,Tues
2011-05-03 08:00:00,夏,0,1,陰天,22.96,26.515,83,19.0012,24,435,459,8,2018-01-17T08:00:00Z,2018-01-17T08:29:00Z,Tues
2011-05-03 09:00:00,夏,0,1,陰天,24.6,28.79,78,23.9994,29,157,186,9,2018-01-17T09:00:00Z,2018-01-17T09:01:00Z,Tues
2011-05-03 10:00:00,夏,0,1,陰天,26.24,30.305,69,23.9994,36,91,127,10,2018-01-17T10:00:00Z,2018-01-17T10:38:00Z,Tues
2011-05-03 11:00:00,夏,0,1,陰天,27.06,31.06,65,22.0028,20,120,140,11,2018-01-17T11:00:00Z,2018-01-17T11:14:00Z,Tues
2011-05-03 12:00:00,夏,0,1,陰天,27.88,31.82,61,32.9975,48,169,217,12,2018-01-17T12:00:00Z,2018-01-17T12:44:00Z,Tues
2011-05-03 13:00:00,夏,0,1,陰天,28.7,32.575,58,40.9973,50,144,194,13,2018-01-17T13:00:00Z,2018-01-17T13:17:00Z,Tues
2011-05-03 14:00:00,夏,0,1,陰天,28.7,32.575,58,35.0008,36,122,158,14,2018-01-17T14:00:00Z,2018-01-17T14:53:00Z,Tues
2011-05-03 15:00:00,夏,0,1,陰天,28.7,32.575,58,30.0026,37,117,154,15,2018-01-17T15:00:00Z,2018-01-17T15:50:00Z,Tues
2011-05-03 16:00:00,夏,0,1,出太陽,29.52,33.335,54,31.0009,46,225,271,16,2018-01-16T16:00:00Z,2018-01-16T16:27:00Z,Tues
2011-05-03 17:00:00,夏,0,1,出太陽,28.7,32.575,54,31.0009,53,464,517,17,2018-01-16T17:00:00Z,2018-01-16T17:04:00Z,Tues
2011-05-03 18:00:00,夏,0,1,出太陽,28.7,32.575,48,27.9993,59,485,544,18,2018-01-16T18:00:00Z,2018-01-16T18:34:00Z,Tues
2011-05-03 19:00:00,夏,0,1,出太陽,27.88,31.82,57,23.9994,42,323,365,19,2018-01-16T19:00:00Z,2018-01-16T19:34:00Z,Tues
2011-05-03 20:00:00,夏,0,1,出太陽,27.06,31.06,61,12.998,28,262,290,20,2018-01-16T20:00:00Z,2018-01-16T20:59:00Z,Tues
2011-05-03 21:00:00,夏,0,1,陰天,26.24,31.06,61,30.0026,42,183,225,21,2018-01-16T21:00:00Z,2018-01-16T21:20:00Z,Tues
2011-05-03 22:00:00,夏,0,1,陰天,23.78,27.275,60,26.0027,14,99,113,22,2018-01-16T22:00:00Z,2018-01-16T22:39:00Z,Tues
2011-05-03 23:00:00,夏,0,1,陰天,22.96,26.515,68,22.0028,12,50,62,23,2018-01-16T23:00:00Z,2018-01-16T23:55:00Z,Tues
2011-05-04 00:00:00,夏,0,1,雨天,21.32,25,77,11.0014,5,22,27,0,2018-01-17T00:00:00Z,2018-01-17T00:34:00Z,Wed
2011-05-04 01:00:00,夏,0,1,雨天,20.5,24.24,82,19.0012,1,6,7,1,2018-01-17T01:00:00Z,2018-01-17T01:41:00Z,Wed
2011-05-04 02:00:00,夏,0,1,雨天,20.5,24.24,82,19.0012,0,4,4,2,2018-01-17T02:00:00Z,2018-01-17T02:05:00Z,Wed
2011-05-04 03:00:00,夏,0,1,雨天,17.22,21.21,88,35.0008,0,1,1,3,2018-01-17T03:00:00Z,2018-01-17T03:51:00Z,Wed
2011-05-04 04:00:00,夏,0,1,雨天,15.58,19.695,94,22.0028,1,2,3,4,2018-01-17T04:00:00Z,2018-01-17T04:30:00Z,Wed
2011-05-04 05:00:00,夏,0,1,雨天,14.76,16.665,87,22.0028,1,8,9,5,2018-01-17T05:00:00Z,2018-01-17T05:13:00Z,Wed
2011-05-04 06:00:00,夏,0,1,雨天,13.94,15.15,93,26.0027,0,21,21,6,2018-01-17T06:00:00Z,2018-01-17T06:24:00Z,Wed
2011-05-04 07:00:00,夏,0,1,雨天,13.94,15.15,93,23.9994,6,46,52,7,2018-01-17T07:00:00Z,2018-01-17T07:52:00Z,Wed
2011-05-04 08:00:00,夏,0,1,雨天,13.94,15.15,93,26.0027,5,74,79,8,2018-01-17T08:00:00Z,2018-01-17T08:29:00Z,Wed
2011-05-04 09:00:00,夏,0,1,雨天,13.94,15.15,93,23.9994,5,35,40,9,2018-01-17T09:00:00Z,2018-01-17T09:40:00Z,Wed
2011-05-04 10:00:00,夏,0,1,陰天,13.94,15.91,93,19.0012,5,26,31,10,2018-01-17T10:00:00Z,2018-01-17T10:17:00Z,Wed
2011-05-04 11:00:00,夏,0,1,出太陽,16.4,20.455,82,22.0028,3,69,72,11,2018-01-17T11:00:00Z,2018-01-17T11:48:00Z,Wed
2011-05-04 12:00:00,夏,0,1,陰天,18.04,21.97,62,23.9994,19,105,124,12,2018-01-17T12:00:00Z,2018-01-17T12:15:00Z,Wed
2011-05-04 13:00:00,夏,0,1,陰天,18.86,22.725,59,30.0026,15,128,143,13,2018-01-17T13:00:00Z,2018-01-17T13:22:00Z,Wed
2011-05-04 14:00:00,夏,0,1,出太陽,20.5,24.24,51,26.0027,13,94,107,14,2018-01-17T14:00:00Z,2018-01-17T14:14:00Z,Wed
2011-05-04 15:00:00,夏,0,1,出太陽,19.68,23.485,51,27.9993,22,107,129,15,2018-01-17T15:00:00Z,2018-01-17T15:55:00Z,Wed
2011-05-04 16:00:00,夏,0,1,出太陽,20.5,24.24,45,31.0009,22,173,195,16,2018-01-16T16:00:00Z,2018-01-16T16:24:00Z,Wed
2011-05-04 17:00:00,夏,0,1,出太陽,16.4,20.455,71,16.9979,22,388,410,17,2018-01-16T17:00:00Z,2018-01-16T17:08:00Z,Wed
2011-05-04 18:00:00,夏,0,1,出太陽,17.22,21.21,67,16.9979,29,367,396,18,2018-01-16T18:00:00Z,2018-01-16T18:54:00Z,Wed
2011-05-04 19:00:00,夏,0,1,出太陽,17.22,21.21,58,23.9994,30,266,296,19,2018-01-16T19:00:00Z,2018-01-16T19:21:00Z,Wed
2011-05-04 20:00:00,夏,0,1,出太陽,16.4,20.455,62,22.0028,17,174,191,20,2018-01-16T20:00:00Z,2018-01-16T20:50:00Z,Wed
2011-05-04 21:00:00,夏,0,1,出太陽,16.4,20.455,62,11.0014,17,133,150,21,2018-01-16T21:00:00Z,2018-01-16T21:08:00Z,Wed
2011-05-04 22:00:00,夏,0,1,出太陽,15.58,19.695,62,15.0013,9,80,89,22,2018-01-16T22:00:00Z,2018-01-16T22:21:00Z,Wed
2011-05-04 23:00:00,夏,0,1,出太陽,14.76,17.425,62,15.0013,8,49,57,23,2018-01-16T23:00:00Z,2018-01-16T23:14:00Z,Wed
2011-05-05 00:00:00,夏,0,1,出太陽,14.76,17.425,66,12.998,4,23,27,0,2018-01-17T00:00:00Z,2018-01-17T00:03:00Z,Thurs
2011-05-05 01:00:00,夏,0,1,出太陽,13.94,16.665,71,12.998,4,6,10,1,2018-01-17T01:00:00Z,2018-01-17T01:46:00Z,Thurs
2011-05-05 02:00:00,夏,0,1,出太陽,13.94,15.91,66,15.0013,1,4,5,2,2018-01-17T02:00:00Z,2018-01-17T02:12:00Z,Thurs
2011-05-05 03:00:00,夏,0,1,出太陽,13.94,15.91,66,16.9979,0,4,4,3,2018-01-17T03:00:00Z,2018-01-17T03:23:00Z,Thurs
2011-05-05 04:00:00,夏,0,1,出太陽,13.94,15.91,66,16.9979,4,3,7,4,2018-01-17T04:00:00Z,2018-01-17T04:19:00Z,Thurs
2011-05-05 05:00:00,夏,0,1,出太陽,13.94,15.91,66,16.9979,1,29,30,5,2018-01-17T05:00:00Z,2018-01-17T05:36:00Z,Thurs
2011-05-05 06:00:00,夏,0,1,出太陽,13.94,15.91,66,16.9979,3,86,89,6,2018-01-17T06:00:00Z,2018-01-17T06:32:00Z,Thurs
2011-05-05 07:00:00,夏,0,1,出太陽,15.58,19.695,58,16.9979,16,255,271,7,2018-01-17T07:00:00Z,2018-01-17T07:58:00Z,Thurs
2011-05-05 08:00:00,夏,0,1,出太陽,17.22,21.21,50,16.9979,25,415,440,8,2018-01-17T08:00:00Z,2018-01-17T08:15:00Z,Thurs
2011-05-05 09:00:00,夏,0,1,出太陽,18.86,22.725,44,19.0012,20,164,184,9,2018-01-17T09:00:00Z,2018-01-17T09:43:00Z,Thurs
2011-05-05 10:00:00,夏,0,1,出太陽,20.5,24.24,39,19.0012,30,98,128,10,2018-01-17T10:00:00Z,2018-01-17T10:58:00Z,Thurs
2011-05-05 11:00:00,夏,0,1,出太陽,21.32,25,36,30.0026,43,105,148,11,2018-01-17T11:00:00Z,2018-01-17T11:33:00Z,Thurs
2011-05-05 12:00:00,夏,0,1,出太陽,21.32,25,34,23.9994,27,169,196,12,2018-01-17T12:00:00Z,2018-01-17T12:23:00Z,Thurs
2011-05-05 13:00:00,夏,0,1,出太陽,22.14,25.76,30,39.0007,50,142,192,13,2018-01-17T13:00:00Z,2018-01-17T13:49:00Z,Thurs
2011-05-05 14:00:00,夏,0,1,出太陽,22.14,25.76,28,30.0026,19,135,154,14,2018-01-17T14:00:00Z,2018-01-17T14:07:00Z,Thurs
2011-05-05 15:00:00,夏,0,1,出太陽,22.96,26.515,26,32.9975,27,120,147,15,2018-01-17T15:00:00Z,2018-01-17T15:32:00Z,Thurs
2011-05-05 16:00:00,夏,0,1,出太陽,23.78,27.275,24,27.9993,36,233,269,16,2018-01-16T16:00:00Z,2018-01-16T16:26:00Z,Thurs
2011-05-05 17:00:00,夏,0,1,出太陽,22.96,26.515,26,26.0027,66,467,533,17,2018-01-16T17:00:00Z,2018-01-16T17:16:00Z,Thurs
2011-05-05 18:00:00,夏,0,1,出太陽,22.96,26.515,26,19.0012,64,456,520,18,2018-01-16T18:00:00Z,2018-01-16T18:09:00Z,Thurs
2011-05-05 19:00:00,夏,0,1,出太陽,22.14,25.76,28,15.0013,56,305,361,19,2018-01-16T19:00:00Z,2018-01-16T19:51:00Z,Thurs
2011-05-05 20:00:00,夏,0,1,出太陽,20.5,24.24,34,11.0014,33,225,258,20,2018-01-16T20:00:00Z,2018-01-16T20:33:00Z,Thurs
2011-05-05 21:00:00,夏,0,1,出太陽,20.5,24.24,36,12.998,39,141,180,21,2018-01-16T21:00:00Z,2018-01-16T21:32:00Z,Thurs
2011-05-05 22:00:00,夏,0,1,出太陽,19.68,23.485,39,12.998,30,135,165,22,2018-01-16T22:00:00Z,2018-01-16T22:35:00Z,Thurs
2011-05-05 23:00:00,夏,0,1,出太陽,18.86,22.725,41,12.998,16,99,115,23,2018-01-16T23:00:00Z,2018-01-16T23:43:00Z,Thurs
2011-05-06 00:00:00,夏,0,1,出太陽,18.04,21.97,44,11.0014,13,43,56,0,2018-01-17T00:00:00Z,2018-01-17T00:38:00Z,Fri
2011-05-06 01:00:00,夏,0,1,出太陽,16.4,20.455,62,11.0014,8,24,32,1,2018-01-17T01:00:00Z,2018-01-17T01:36:00Z,Fri
2011-05-06 02:00:00,夏,0,1,出太陽,15.58,19.695,62,7.0015,1,15,16,2,2018-01-17T02:00:00Z,2018-01-17T02:03:00Z,Fri
2011-05-06 03:00:00,夏,0,1,出太陽,14.76,18.18,71,7.0015,3,6,9,3,2018-01-17T03:00:00Z,2018-01-17T03:33:00Z,Fri
2011-05-06 04:00:00,夏,0,1,出太陽,14.76,18.18,71,7.0015,0,1,1,4,2018-01-17T04:00:00Z,2018-01-17T04:35:00Z,Fri
2011-05-06 05:00:00,夏,0,1,出太陽,13.94,17.425,81,7.0015,0,16,16,5,2018-01-17T05:00:00Z,2018-01-17T05:37:00Z,Fri
2011-05-06 06:00:00,夏,0,1,出太陽,14.76,18.18,81,6.0032,8,74,82,6,2018-01-17T06:00:00Z,2018-01-17T06:37:00Z,Fri
2011-05-06 07:00:00,夏,0,1,出太陽,16.4,20.455,82,0,20,202,222,7,2018-01-17T07:00:00Z,2018-01-17T07:05:00Z,Fri
2011-05-06 08:00:00,夏,0,1,出太陽,17.22,21.21,77,16.9979,35,415,450,8,2018-01-17T08:00:00Z,2018-01-17T08:05:00Z,Fri
2011-05-06 09:00:00,夏,0,1,出太陽,18.86,22.725,67,19.0012,27,161,188,9,2018-01-17T09:00:00Z,2018-01-17T09:41:00Z,Fri
2011-05-06 10:00:00,夏,0,1,陰天,22.14,25.76,49,22.0028,30,97,127,10,2018-01-17T10:00:00Z,2018-01-17T10:49:00Z,Fri
2011-05-06 11:00:00,夏,0,1,陰天,22.14,25.76,49,22.0028,42,123,165,11,2018-01-17T11:00:00Z,2018-01-17T11:09:00Z,Fri
2011-05-06 12:00:00,夏,0,1,出太陽,22.96,26.515,49,23.9994,48,198,246,12,2018-01-17T12:00:00Z,2018-01-17T12:46:00Z,Fri
2011-05-06 13:00:00,夏,0,1,出太陽,23.78,27.275,40,22.0028,71,182,253,13,2018-01-17T13:00:00Z,2018-01-17T13:29:00Z,Fri
2011-05-06 14:00:00,夏,0,1,出太陽,24.6,31.06,40,30.0026,86,127,213,14,2018-01-17T14:00:00Z,2018-01-17T14:58:00Z,Fri
2011-05-06 15:00:00,夏,0,1,出太陽,24.6,31.06,38,26.0027,89,171,260,15,2018-01-17T15:00:00Z,2018-01-17T15:29:00Z,Fri
2011-05-06 16:00:00,夏,0,1,出太陽,24.6,31.06,40,16.9979,82,262,344,16,2018-01-16T16:00:00Z,2018-01-16T16:33:00Z,Fri
2011-05-06 17:00:00,夏,0,1,出太陽,23.78,27.275,40,23.9994,83,470,553,17,2018-01-16T17:00:00Z,2018-01-16T17:22:00Z,Fri
2011-05-06 18:00:00,夏,0,1,雨天,22.14,25.76,52,23.9994,85,385,470,18,2018-01-16T18:00:00Z,2018-01-16T18:31:00Z,Fri
2011-05-06 19:00:00,夏,0,1,雨天,22.14,25.76,52,23.9994,39,253,292,19,2018-01-16T19:00:00Z,2018-01-16T19:04:00Z,Fri
2011-05-06 20:00:00,夏,0,1,出太陽,21.32,25,48,7.0015,29,161,190,20,2018-01-16T20:00:00Z,2018-01-16T20:32:00Z,Fri
2011-05-06 21:00:00,夏,0,1,出太陽,19.68,23.485,67,8.9981,22,130,152,21,2018-01-16T21:00:00Z,2018-01-16T21:57:00Z,Fri
2011-05-06 22:00:00,夏,0,1,出太陽,18.86,22.725,72,15.0013,46,105,151,22,2018-01-16T22:00:00Z,2018-01-16T22:31:00Z,Fri
2011-05-06 23:00:00,夏,0,1,出太陽,18.04,21.97,82,8.9981,27,93,120,23,2018-01-16T23:00:00Z,2018-01-16T23:26:00Z,Fri
2011-05-07 00:00:00,夏,0,0,出太陽,17.22,21.21,82,8.9981,10,76,86,0,2018-01-17T00:00:00Z,2018-01-17T00:02:00Z,Sat
2011-05-07 01:00:00,夏,0,0,出太陽,17.22,21.21,82,7.0015,8,50,58,1,2018-01-17T01:00:00Z,2018-01-17T01:02:00Z,Sat
2011-05-07 02:00:00,夏,0,0,出太陽,17.22,21.21,82,6.0032,5,47,52,2,2018-01-17T02:00:00Z,2018-01-17T02:03:00Z,Sat
2011-05-07 03:00:00,夏,0,0,出太陽,17.22,21.21,77,6.0032,9,9,18,3,2018-01-17T03:00:00Z,2018-01-17T03:09:00Z,Sat
2011-05-07 04:00:00,夏,0,0,出太陽,16.4,20.455,82,7.0015,1,4,5,4,2018-01-17T04:00:00Z,2018-01-17T04:28:00Z,Sat
2011-05-07 05:00:00,夏,0,0,出太陽,18.86,22.725,59,8.9981,4,3,7,5,2018-01-17T05:00:00Z,2018-01-17T05:48:00Z,Sat
2011-05-07 06:00:00,夏,0,0,出太陽,17.22,21.21,77,6.0032,1,12,13,6,2018-01-17T06:00:00Z,2018-01-17T06:17:00Z,Sat
2011-05-07 07:00:00,夏,0,0,出太陽,19.68,23.485,59,0,8,32,40,7,2018-01-17T07:00:00Z,2018-01-17T07:45:00Z,Sat
2011-05-07 08:00:00,夏,0,0,出太陽,21.32,25,52,12.998,19,96,115,8,2018-01-17T08:00:00Z,2018-01-17T08:31:00Z,Sat
2011-05-07 09:00:00,夏,0,0,出太陽,22.14,25.76,49,19.0012,54,164,218,9,2018-01-17T09:00:00Z,2018-01-17T09:17:00Z,Sat
2011-05-07 10:00:00,夏,0,0,出太陽,22.96,26.515,49,19.9995,90,208,298,10,2018-01-17T10:00:00Z,2018-01-17T10:01:00Z,Sat
